Player_Name,Date,School,Opponent,Type,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,URL,Class
devin vassell,2020-02-22,Florida State,NC State,REG,W,1,37,4,11,0.364,2,8,0.25,2,3,0.667,1,2,0.5,3,3,6,0,3,1,1,3,11,https://www.sports-reference.com/cbb/players/devin-vassell-1/gamelog/2020,Sophmore
devin vassell,2020-02-24,Florida State,Louisville,REG,W,1,25,5,8,0.625,4,6,0.667,1,2,0.5,1,1,1,0,1,1,0,1,0,0,2,12,https://www.sports-reference.com/cbb/players/devin-vassell-1/gamelog/2020,Sophmore
devin vassell,2020-02-29,Florida State,Clemson,REG,L,1,38,6,11,0.545,4,6,0.667,2,5,0.4,0,0,NA,1,6,7,3,0,0,2,3,14,https://www.sports-reference.com/cbb/players/devin-vassell-1/gamelog/2020,Sophmore
devin vassell,2020-03-04,Florida State,Notre Dame,REG,W,1,35,6,11,0.545,6,9,0.667,0,2,0,1,1,1,0,4,4,1,2,0,0,2,13,https://www.sports-reference.com/cbb/players/devin-vassell-1/gamelog/2020,Sophmore
devin vassell,2020-03-07,Florida State,Boston College,REG,W,1,20,2,6,0.333,1,3,0.333,1,3,0.333,0,0,NA,2,0,2,2,1,1,0,2,5,https://www.sports-reference.com/cbb/players/devin-vassell-1/gamelog/2020,Sophmore
devon dotson,2019-11-05,Kansas,Duke,REG,L,1,38,5,9,0.556,4,5,0.8,1,4,0.25,6,8,0.75,0,2,2,1,1,0,6,1,17,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2019-11-08,Kansas,UNC Greensboro,REG,W,1,36,6,14,0.429,4,9,0.444,2,5,0.4,8,8,1,1,7,8,6,1,0,1,2,22,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2019-11-15,Kansas,Monmouth,REG,W,1,27,4,9,0.444,2,3,0.667,2,6,0.333,7,9,0.778,1,1,2,4,4,0,2,0,17,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2019-11-19,Kansas,ETSU,REG,W,1,34,6,12,0.5,5,7,0.714,1,5,0.2,6,6,1,0,3,3,6,1,0,4,3,19,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2019-11-25,Kansas,Chaminade,REG,W,1,31,7,12,0.583,4,5,0.8,3,7,0.429,2,2,1,1,4,5,1,1,0,1,3,19,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2019-11-26,Kansas,BYU,REG,W,1,37,5,16,0.313,5,13,0.385,0,3,0,3,3,1,1,1,2,8,2,0,2,1,13,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2019-11-27,Kansas,Dayton,REG,W,1,45,11,16,0.688,10,14,0.714,1,2,0.5,8,10,0.8,1,5,6,4,5,0,6,2,31,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2019-12-07,Kansas,Colorado,REG,W,1,36,4,7,0.571,4,5,0.8,0,2,0,10,11,0.909,0,4,4,6,2,0,3,2,18,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2019-12-10,Kansas,Milwaukee,REG,W,1,34,7,16,0.438,4,10,0.4,3,6,0.5,5,7,0.714,2,1,3,9,2,0,1,1,22,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2019-12-14,Kansas,UMKC,REG,W,1,27,7,12,0.583,6,8,0.75,1,4,0.25,3,4,0.75,0,2,2,3,3,0,1,0,18,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2019-12-21,Kansas,Villanova,REG,L,1,37,5,15,0.333,4,13,0.308,1,2,0.5,4,7,0.571,0,7,7,4,1,0,3,1,15,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2019-12-29,Kansas,Stanford,REG,W,1,33,5,15,0.333,5,11,0.455,0,4,0,4,4,1,1,3,4,3,4,0,2,2,14,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-01-04,Kansas,West Virginia,REG,W,1,40,5,15,0.333,3,10,0.3,2,5,0.4,4,6,0.667,1,2,3,2,4,0,2,4,16,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-01-08,Kansas,Iowa State,REG,W,1,34,7,13,0.538,5,8,0.625,2,5,0.4,4,6,0.667,0,5,5,6,3,0,2,2,20,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-01-11,Kansas,Baylor,REG,L,1,28,4,10,0.4,3,6,0.5,1,4,0.25,0,0,NA,0,1,1,3,1,0,2,0,9,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-01-18,Kansas,Texas,REG,W,1,39,6,16,0.375,5,12,0.417,1,4,0.25,8,9,0.889,3,3,6,3,1,1,1,0,21,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-01-21,Kansas,Kansas State,REG,W,1,28,6,12,0.5,5,8,0.625,1,4,0.25,5,5,1,2,3,5,3,3,1,3,2,18,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-01-25,Kansas,Tennessee,REG,W,1,39,8,16,0.5,8,13,0.615,0,3,0,6,8,0.75,1,2,3,7,2,0,2,0,22,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-01-27,Kansas,Oklahoma State,REG,W,1,25,4,8,0.5,3,4,0.75,1,4,0.25,2,3,0.667,0,2,2,3,0,0,1,3,11,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-02-01,Kansas,Texas Tech,REG,W,1,40,9,16,0.563,8,11,0.727,1,5,0.2,2,4,0.5,0,6,6,3,3,0,1,1,21,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-02-03,Kansas,Texas,REG,W,1,34,5,10,0.5,4,7,0.571,1,3,0.333,5,6,0.833,0,2,2,1,0,0,3,2,16,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-02-08,Kansas,TCU,REG,W,1,38,7,17,0.412,7,15,0.467,0,2,0,4,7,0.571,2,4,6,11,3,0,5,1,18,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-02-12,Kansas,West Virginia,REG,W,1,38,4,13,0.308,3,8,0.375,1,5,0.2,6,6,1,0,4,4,2,3,1,2,3,15,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-02-15,Kansas,Oklahoma,REG,W,1,39,7,15,0.467,7,13,0.538,0,2,0,5,5,1,0,8,8,5,0,0,2,2,19,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-02-17,Kansas,Iowa State,REG,W,1,34,11,14,0.786,5,6,0.833,6,8,0.75,1,1,1,0,3,3,1,3,0,1,2,29,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-02-22,Kansas,Baylor,REG,W,1,36,5,11,0.455,4,7,0.571,1,4,0.25,2,3,0.667,0,1,1,3,2,0,2,4,13,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-02-24,Kansas,Oklahoma State,REG,W,1,27,3,12,0.25,2,8,0.25,1,4,0.25,4,5,0.8,0,5,5,4,1,0,2,2,11,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-02-29,Kansas,Kansas State,REG,W,1,38,8,11,0.727,7,8,0.875,1,3,0.333,8,8,1,0,1,1,1,2,0,3,3,25,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-03-04,Kansas,TCU,REG,W,1,37,5,12,0.417,3,9,0.333,2,3,0.667,6,6,1,0,6,6,2,4,0,2,2,18,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
devon dotson,2020-03-07,Kansas,Texas Tech,REG,W,1,38,6,15,0.4,5,10,0.5,1,5,0.2,4,4,1,0,7,7,5,1,0,5,3,17,https://www.sports-reference.com/cbb/players/devon-dotson-1/gamelog/2020,Sophmore
filip petrusev,2019-11-05,Gonzaga,Alabama State,REG,W,1,21,5,9,0.556,5,8,0.625,0,1,0,5,8,0.625,2,4,6,1,1,2,1,3,15,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2019-11-09,Gonzaga,Arkansas-Pine Bluff,REG,W,1,24,9,10,0.9,9,9,1,0,1,0,7,9,0.778,3,3,6,0,0,2,2,0,25,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2019-11-12,Gonzaga,North Dakota,REG,W,1,23,8,14,0.571,8,13,0.615,0,1,0,3,6,0.5,5,10,15,2,0,4,1,3,19,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2019-11-15,Gonzaga,Texas A&M,REG,W,1,30,6,11,0.545,6,10,0.6,0,1,0,2,2,1,4,6,10,3,0,0,3,4,14,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2019-11-19,Gonzaga,Texas-Arlington,REG,W,1,19,3,6,0.5,3,5,0.6,0,1,0,4,5,0.8,1,2,3,0,0,0,2,1,10,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2019-11-23,Gonzaga,Cal State Bakersfield,REG,W,1,22,4,7,0.571,4,7,0.571,0,0,NA,7,8,0.875,3,4,7,4,0,1,1,1,15,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2019-11-27,Gonzaga,Southern Miss,REG,W,1,29,7,11,0.636,7,10,0.7,0,1,0,2,5,0.4,2,5,7,0,0,3,5,0,16,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2019-11-28,Gonzaga,Oregon,REG,W,1,40,7,15,0.467,7,15,0.467,0,0,NA,8,9,0.889,6,9,15,1,0,1,3,1,22,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2019-11-29,Gonzaga,Michigan,REG,L,1,25,4,16,0.25,3,15,0.2,1,1,1,0,0,NA,2,7,9,0,0,0,3,1,9,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2019-12-04,Gonzaga,Texas Southern,REG,W,1,26,5,10,0.5,5,10,0.5,0,0,NA,2,5,0.4,2,4,6,1,3,0,1,0,12,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2019-12-08,Gonzaga,Washington,REG,W,1,30,7,15,0.467,7,15,0.467,0,0,NA,3,4,0.75,4,6,10,0,1,0,2,3,17,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2019-12-14,Gonzaga,Arizona,REG,W,1,31,6,12,0.5,6,11,0.545,0,1,0,4,9,0.444,1,6,7,0,1,4,3,2,16,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2019-12-18,Gonzaga,UNC,REG,W,1,27,6,11,0.545,6,11,0.545,0,0,NA,8,10,0.8,0,4,4,0,1,3,1,2,20,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2019-12-21,Gonzaga,Eastern Washington,REG,W,1,25,7,9,0.778,7,8,0.875,0,1,0,10,14,0.714,4,5,9,2,3,0,3,2,24,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2019-12-30,Gonzaga,Detroit,REG,W,1,25,8,11,0.727,8,11,0.727,0,0,NA,6,9,0.667,0,6,6,2,0,1,2,3,22,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-01-02,Gonzaga,Portland,REG,W,1,24,5,10,0.5,5,9,0.556,0,1,0,1,6,0.167,2,6,8,4,0,0,1,1,11,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-01-04,Gonzaga,Pepperdine,REG,W,1,27,6,13,0.462,6,13,0.462,0,0,NA,4,5,0.8,1,9,10,4,0,1,2,1,16,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-01-09,Gonzaga,San Diego,REG,W,1,15,7,10,0.7,7,10,0.7,0,0,NA,3,4,0.75,1,4,5,0,0,1,3,1,17,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-01-11,Gonzaga,Loyola Marymount,REG,W,1,23,4,9,0.444,4,9,0.444,0,0,NA,8,11,0.727,2,5,7,3,0,0,1,2,16,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-01-16,Gonzaga,Santa Clara,REG,W,1,23,6,11,0.545,6,11,0.545,0,0,NA,6,8,0.75,4,3,7,1,0,0,2,3,18,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-01-18,Gonzaga,BYU,REG,W,1,15,2,4,0.5,2,4,0.5,0,0,NA,1,2,0.5,3,2,5,1,1,1,3,1,5,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-01-25,Gonzaga,Pacific,REG,W,1,20,6,10,0.6,6,10,0.6,0,0,NA,3,9,0.333,2,4,6,0,1,0,2,1,15,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-01-30,Gonzaga,Santa Clara,REG,W,1,29,14,18,0.778,14,18,0.778,0,0,NA,3,6,0.5,1,8,9,0,3,0,1,2,31,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-02-01,Gonzaga,San Francisco,REG,W,1,30,8,14,0.571,8,14,0.571,0,0,NA,7,12,0.583,0,11,11,1,2,0,2,4,23,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-02-06,Gonzaga,Loyola Marymount,REG,W,1,31,5,6,0.833,5,6,0.833,0,0,NA,11,15,0.733,2,4,6,1,0,0,2,1,21,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-02-08,Gonzaga,Saint Mary's,REG,W,1,30,8,11,0.727,7,10,0.7,1,1,1,1,3,0.333,2,9,11,2,1,0,4,2,18,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-02-15,Gonzaga,Pepperdine,REG,W,1,35,9,20,0.45,9,20,0.45,0,0,NA,9,13,0.692,4,8,12,3,1,1,2,1,27,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-02-20,Gonzaga,San Francisco,REG,W,1,27,7,14,0.5,7,14,0.5,0,0,NA,2,4,0.5,2,5,7,0,1,0,1,1,16,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-02-22,Gonzaga,BYU,REG,L,1,22,4,8,0.5,4,8,0.5,0,0,NA,6,7,0.857,0,2,2,1,0,0,4,3,14,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-02-27,Gonzaga,San Diego,REG,W,1,26,9,17,0.529,9,17,0.529,0,0,NA,3,7,0.429,5,4,9,0,0,0,1,1,21,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-02-29,Gonzaga,Saint Mary's,REG,W,1,30,8,12,0.667,8,12,0.667,0,0,NA,11,13,0.846,3,3,6,3,0,0,3,3,27,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-03-09,Gonzaga,San Francisco,CTOURN,W,1,27,5,13,0.385,5,13,0.385,0,0,NA,4,6,0.667,1,6,7,3,0,0,0,0,14,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
filip petrusev,2020-03-10,Gonzaga,Saint Mary's,CTOURN,W,1,25,4,5,0.8,4,5,0.8,0,0,NA,2,4,0.5,4,10,14,5,0,1,2,2,10,https://www.sports-reference.com/cbb/players/filip-petrusev-1/gamelog/2020,Sophmore
grant riller,2019-11-05,College of Charleston,USC Upstate,REG,W,1,33,9,14,0.643,7,11,0.636,2,3,0.667,6,8,0.75,0,4,4,3,3,0,2,2,26,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2019-11-09,College of Charleston,Georgia State,REG,W,1,38,4,10,0.4,3,5,0.6,1,5,0.2,14,14,1,0,3,3,5,4,1,7,2,23,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2019-11-13,College of Charleston,Oklahoma State,REG,L,1,36,5,14,0.357,5,10,0.5,0,4,0,6,6,1,1,3,4,8,3,0,2,1,16,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2019-11-19,College of Charleston,Marshall,REG,W,1,27,9,12,0.75,8,11,0.727,1,1,1,3,5,0.6,1,2,3,2,4,0,3,4,22,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2019-11-23,College of Charleston,UCF,REG,L,1,35,8,17,0.471,8,14,0.571,0,3,0,4,6,0.667,0,4,4,7,0,0,3,1,20,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2019-11-28,College of Charleston,Wake Forest,REG,L,1,31,5,13,0.385,5,12,0.417,0,1,0,1,3,0.333,0,4,4,1,2,1,1,4,11,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2019-11-29,College of Charleston,Providence,REG,W,1,37,9,15,0.6,7,9,0.778,2,6,0.333,9,10,0.9,0,5,5,5,2,1,3,3,29,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2019-12-01,College of Charleston,UCF,REG,L,1,24,8,14,0.571,8,11,0.727,0,3,0,1,1,1,1,2,3,2,1,0,1,3,17,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2019-12-08,College of Charleston,Coker,REG,W,1,31,7,11,0.636,7,10,0.7,0,1,0,9,9,1,0,10,10,2,1,1,2,1,23,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2019-12-14,College of Charleston,Richmond,REG,L,1,33,7,15,0.467,7,12,0.583,0,3,0,7,8,0.875,0,3,3,3,1,0,3,1,21,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2019-12-18,College of Charleston,VCU,REG,L,1,35,8,15,0.533,5,10,0.5,3,5,0.6,7,8,0.875,1,4,5,4,0,0,5,1,26,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2019-12-21,College of Charleston,South Carolina State,REG,W,1,28,7,12,0.583,6,8,0.75,1,4,0.25,3,5,0.6,0,4,4,4,0,0,3,1,18,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2019-12-28,College of Charleston,Drexel,REG,W,1,34,9,16,0.563,9,13,0.692,0,3,0,4,4,1,1,6,7,4,2,1,5,1,22,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2019-12-30,College of Charleston,Delaware,REG,W,1,31,8,14,0.571,7,12,0.583,1,2,0.5,5,6,0.833,0,5,5,4,0,0,1,4,22,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2020-01-02,College of Charleston,Towson,REG,W,1,34,9,21,0.429,6,15,0.4,3,6,0.5,7,9,0.778,1,7,8,3,0,0,1,2,28,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2020-01-04,College of Charleston,James Madison,REG,W,1,29,11,19,0.579,9,15,0.6,2,4,0.5,7,11,0.636,2,7,9,4,2,0,5,2,31,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2020-01-09,College of Charleston,Elon,REG,W,1,32,8,16,0.5,5,11,0.455,3,5,0.6,11,11,1,1,6,7,3,1,0,4,2,30,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2020-01-11,College of Charleston,William & Mary,REG,L,1,31,3,12,0.25,2,10,0.2,1,2,0.5,3,3,1,1,4,5,5,0,0,3,5,10,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2020-01-16,College of Charleston,Northeastern,REG,L,1,33,7,17,0.412,5,11,0.455,2,6,0.333,4,5,0.8,0,10,10,10,4,0,7,3,20,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2020-01-18,College of Charleston,Hofstra,REG,W,1,38,5,12,0.417,2,7,0.286,3,5,0.6,4,4,1,0,10,10,5,3,1,3,1,17,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2020-01-25,College of Charleston,UNC Wilmington,REG,L,1,34,5,12,0.417,3,6,0.5,2,6,0.333,4,4,1,0,4,4,4,0,0,0,2,16,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2020-01-30,College of Charleston,James Madison,REG,W,1,37,11,17,0.647,5,10,0.5,6,7,0.857,8,9,0.889,1,6,7,2,0,0,4,2,36,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2020-02-01,College of Charleston,Towson,REG,W,1,38,9,13,0.692,7,8,0.875,2,5,0.4,8,9,0.889,1,1,2,6,2,0,4,3,28,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2020-02-06,College of Charleston,William & Mary,REG,W,1,36,3,9,0.333,2,6,0.333,1,3,0.333,3,4,0.75,0,5,5,3,0,0,2,1,10,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2020-02-08,College of Charleston,Elon,REG,L,1,36,8,20,0.4,7,13,0.538,1,7,0.143,9,10,0.9,1,7,8,3,2,0,4,4,26,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2020-02-13,College of Charleston,Hofstra,REG,L,1,33,10,20,0.5,9,14,0.643,1,6,0.167,6,9,0.667,0,2,2,3,3,0,5,3,27,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2020-02-15,College of Charleston,Northeastern,REG,L,1,35,4,12,0.333,3,10,0.3,1,2,0.5,0,0,NA,0,4,4,2,0,1,3,2,9,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2020-02-22,College of Charleston,UNC Wilmington,REG,L,1,38,5,11,0.455,5,8,0.625,0,3,0,9,12,0.75,1,4,5,2,3,1,4,1,19,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2020-02-27,College of Charleston,Delaware,REG,W,1,33,7,14,0.5,5,10,0.5,2,4,0.5,8,12,0.667,0,3,3,6,2,0,2,2,24,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2020-02-29,College of Charleston,Drexel,REG,W,1,35,9,16,0.563,5,7,0.714,4,9,0.444,3,4,0.75,1,2,3,3,1,2,2,2,25,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
grant riller,2020-03-08,College of Charleston,Delaware,CTOURN,L,1,34,10,22,0.455,8,16,0.5,2,6,0.333,4,5,0.8,1,2,3,4,3,0,3,4,26,https://www.sports-reference.com/cbb/players/grant-riller-1/gamelog/2020,Senior
immanuel quickley,2019-11-05,Kentucky,Michigan State,REG,W,1,30,1,6,0.167,0,2,0,1,4,0.25,7,8,0.875,0,5,5,2,2,0,1,2,10,https://www.sports-reference.com/cbb/players/immanuel-quickley-1/gamelog/2020,Sophmore
immanuel quickley,2019-11-08,Kentucky,Eastern Kentucky,REG,W,1,28,4,10,0.4,3,7,0.429,1,3,0.333,7,7,1,1,2,3,5,0,0,1,2,16,https://www.sports-reference.com/cbb/players/immanuel-quickley-1/gamelog/2020,Sophmore
immanuel quickley,2019-11-12,Kentucky,Evansville,REG,L,1,35,5,12,0.417,4,8,0.5,1,4,0.25,5,5,1,2,7,9,1,0,0,3,2,16,https://www.sports-reference.com/cbb/players/immanuel-quickley-1/gamelog/2020,Sophmore
immanuel quickley,2019-11-22,Kentucky,Mount St. Mary's,REG,W,0,22,5,8,0.625,2,4,0.5,3,4,0.75,0,0,NA,0,2,2,0,0,0,1,2,13,https://www.sports-reference.com/cbb/players/immanuel-quickley-1/gamelog/2020,Sophmore
immanuel quickley,2019-11-24,Kentucky,Lamar,REG,W,0,19,3,7,0.429,2,3,0.667,1,4,0.25,4,5,0.8,0,1,1,3,2,0,2,3,11,https://www.sports-reference.com/cbb/players/immanuel-quickley-1/gamelog/2020,Sophmore
immanuel quickley,2019-11-29,Kentucky,Alabama-Birmingham,REG,W,0,21,3,6,0.5,2,4,0.5,1,2,0.5,2,2,1,1,3,4,0,0,0,2,0,9,https://www.sports-reference.com/cbb/players/immanuel-quickley-1/gamelog/2020,Sophmore
immanuel quickley,2019-12-07,Kentucky,Fairleigh Dickinson,REG,W,0,22,2,7,0.286,1,4,0.25,1,3,0.333,2,2,1,0,1,1,3,0,0,1,0,7,https://www.sports-reference.com/cbb/players/immanuel-quickley-1/gamelog/2020,Sophmore
immanuel quickley,2019-12-14,Kentucky,Georgia Tech,REG,W,1,36,6,12,0.5,4,6,0.667,2,6,0.333,2,2,1,1,2,3,2,2,0,3,2,16,https://www.sports-reference.com/cbb/players/immanuel-quickley-1/gamelog/2020,Sophmore
immanuel quickley,2019-12-18,Kentucky,Utah,REG,L,1,32,2,10,0.2,2,6,0.333,0,4,0,0,0,NA,1,3,4,2,2,0,0,3,4,https://www.sports-reference.com/cbb/players/immanuel-quickley-1/gamelog/2020,Sophmore
immanuel quickley,2019-12-21,Kentucky,Ohio State,REG,L,0,30,4,11,0.364,3,6,0.5,1,5,0.2,0,0,NA,1,2,3,2,1,0,1,3,9,https://www.sports-reference.com/cbb/players/immanuel-quickley-1/gamelog/2020,Sophmore
immanuel quickley,2019-12-28,Kentucky,Louisville,REG,W,0,37,4,11,0.364,2,5,0.4,2,6,0.333,8,8,1,0,3,3,1,0,0,1,2,18,https://www.sports-reference.com/cbb/players/immanuel-quickley-1/gamelog/2020,Sophmore
immanuel quickley,2020-01-04,Kentucky,Missouri,REG,W,0,33,5,9,0.556,1,1,1,4,8,0.5,9,9,1,0,3,3,1,1,1,2,1,23,https://www.sports-reference.com/cbb/players/immanuel-quickley-1/gamelog/2020,Sophmore
immanuel quickley,2020-01-07,Kentucky,Georgia,REG,W,0,34,5,10,0.5,2,7,0.286,3,3,1,2,3,0.667,2,3,5,2,2,0,0,2,15,https://www.sports-reference.com/cbb/players/immanuel-quickley-1/gamelog/2020,Sophmore
